0,0,0
17,79,76
47,101,74
31,100,56
11,69,69
23,86,54
44,84,67
70,98,35
51,86,57
75,125,44
15,84,61
50,111,68
26,96,83
23,84,87
15,74,68
83,121,50
43,81,58
24,74,38
40,92,42
5,42,67
21,81,80
26,93,75
28,102,93
61,108,61
30,55,64
21,64,43
26,83,80
29,92,64
27,76,70
34,74,36
19,85,81
123,127,33
90,112,40
8,39,60
35,78,71
32,80,51
7,50,62
23,91,74
5,65,93
51,98,34
61,97,37
15,87,98
23,53,61
34,67,62
29,63,41
23,77,44
24,74,55
25,71,74
53,95,27
20,82,57
17,70,71
77,106,48
64,104,37
47,96,51
27,95,98
66,112,30
109,119,49
21,83,81
20,74,51
24,82,70
29,67,45
27,65,62
23,59,75
18,82,60
8,42,81
95,113,41
10,56,82
55,99,61
42,117,56
16,70,76
18,61,75
56,103,54
18,67,80
44,74,34
34,69,77
8,42,56
12,89,132
37,89,52
20,61,56
13,74,75
46,108,45
24,86,67
21,72,110
32,99,69
22,64,74
19,70,62
8,49,79
11,58,81
28,68,145
35,74,64
18,65,46
16,62,56
28,96,92
54,139,61
12,64,88
15,65,87
35,83,76
61,127,72
32,89,57
40,81,62
36,95,55
41,106,48
50,119,112
67,122,61
28,105,87
82,115,39
47,90,45
54,125,84
34,95,61
103,102,26
29,68,68
14,85,70
13,74,71
49,106,49
27,80,45
20,95,77
8,51,99
14,70,65
36,84,68
19,55,79
8,71,81
17,67,63
25,83,81
38,84,50
10,59,88
50,99,55
32,108,81
26,72,44
38,77,94
28,92,96
61,88,44
10,52,64
43,82,41
15,76,87
25,78,54
15,73,85
8,55,64
10,37,40
18,54,70
20,63,72
26,58,46
12,73,92
40,77,64
18,79,72
47,113,53
32,75,51
22,81,57
34,87,44
53,94,54
69,125,46
55,99,47
52,97,49
57,104,62
16,75,84
32,118,79
26,74,41
58,93,42
25,89,54
58,116,68
26,79,56
22,70,77
32,90,51
32,87,43
45,98,48
43,60,93
47,110,72
39,104,63
42,83,50
27,84,55
18,68,89
10,61,79
36,63,60
38,82,58
16,59,54
41,90,63
4,29,105
9,49,79
43,87,44
13,64,74
60,147,75
19,49,63
30,93,59
13,46,68
34,86,62
26,65,85
20,81,66
40,82,74
43,132,79
26,91,78
19,62,80
31,97,62
59,83,41
51,91,61
23,61,61
73,107,34
12,65,88
65,108,44
81,113,43
39,86,51
47,102,53
21,83,71
8,66,87
16,86,79
22,94,94
38,76,34
18,64,54
40,94,42
12,43,53
24,90,74
30,95,74
34,76,35
30,81,62
34,76,36
43,81,60
46,80,39
9,60,70
72,109,63
26,64,95
28,94,85
64,116,59
35,85,60
19,81,78
62,81,45
12,58,64
34,104,45
53,100,40
8,56,75
2,22,54
38,108,79
25,99,62
21,61,57
64,118,46
35,98,53
49,105,53
71,111,34
20,62,53
11,74,93
36,94,48
5,59,78
19,84,75
47,109,84
14,67,69
32,83,60
28,48,60
29,100,71
15,61,56
37,93,69
20,73,59
18,59,46
173,150,30
90,123,48
10,55,78
32,86,37
80,133,34
8,43,54
84,62,21
25,86,86
39,88,67
33,81,47
13,48,65
73,111,50
67,104,55
27,109,78
14,70,76
24,86,68
26,92,68
33,96,88
32,88,56
32,75,50
15,53,71
78,72,53
29,60,19
40,110,77
52,102,47
37,78,57
15,66,75
19,63,56
33,84,39
48,113,74
31,50,64
37,76,72
8,57,102
29,70,54
55,82,28
43,101,50
40,78,75
51,107,48
18,84,86
13,64,61
36,81,64
13,70,73
26,56,63
37,99,57
39,104,57
26,70,48
22,97,90
15,65,96
13,45,43
34,88,58
45,69,65
26,96,102
19,85,56
39,80,73
8,40,65
45,99,54
20,84,86
18,70,77
14,62,56
11,45,56
47,81,68
39,104,86
49,99,52
46,80,45
48,87,41
28,88,61
31,86,67
13,64,67
19,52,80
29,71,56
93,129,63
46,114,63
8,47,81
29,94,58
63,102,38
66,99,72
86,113,38
16,66,87
1,38,97
14,67,70
32,89,55
24,84,78
42,119,60
188,70,11
35,88,62
49,101,72
51,80,42
8,39,81
13,69,91
39,106,50
75,117,39
37,101,53
32,113,76
7,37,63
33,62,52
15,64,54
41,85,65
23,68,78
86,130,60
55,118,58
29,64,45
24,79,64
8,60,82
91,112,47
12,65,74
15,81,69
13,59,72
62,85,39
6,54,68
14,76,60
20,67,85
96,138,48
27,86,98
10,57,78
9,47,85
54,107,54
10,61,67
29,62,82
78,105,52
151,120,30
27,94,60
18,36,66
19,72,49
16,69,90
36,71,39
54,81,55
48,71,48
37,62,68
32,95,65
41,103,46
36,85,66
18,57,68
41,89,62
113,117,44
122,122,40
21,82,79
69,97,38
32,91,64
61,102,28
28,82,78
50,112,54
20,74,63
59,83,27
16,50,48
82,122,47
56,83,82
60,124,53
22,88,77
87,129,45
29,76,50
32,95,54
62,119,48
68,108,51
17,59,51
51,119,69
20,65,58
23,83,71
17,61,68
17,79,92
33,100,58
28,98,62
91,64,24
29,74,57
36,109,66
41,101,57
62,96,49
24,64,41
18,67,48
78,103,37
23,83,80
24,72,63
29,82,60
44,110,89
63,97,39
19,92,60
31,88,46
66,110,55
25,76,63
25,82,46
68,116,53
25,85,55
18,58,61
93,103,30
79,118,39
23,88,80
19,31,54
27,88,79
13,88,89
34,81,70
20,60,86
71,85,49
22,83,77
155,152,36
32,86,78
19,46,43
14,54,61
65,97,54
81,104,31
31,80,56
59,116,51
61,122,48
60,115,48
36,91,71
47,108,51
19,76,49
59,110,64
13,51,77
42,88,73
40,96,60
75,94,45
11,54,73
33,71,69
48,89,54
36,67,72
95,121,24
80,107,40
56,102,70
45,118,49
43,87,58
23,101,113
32,83,60
22,86,57
28,72,47
51,75,46
1,11,99
61,94,70
52,98,45
46,82,48
34,70,56
87,110,46
25,76,69
60,108,44
43,113,56
40,98,52
45,100,40
29,69,63
77,108,66
108,125,45
85,88,32
130,107,27
30,88,51
10,83,92
57,88,44
10,46,69
56,103,54
37,84,61
12,83,69
6,53,68
23,68,84
52,106,69
11,60,57
34,83,43
45,93,37
37,75,49
53,133,99
30,117,83
15,43,107
41,114,67
38,97,62
32,102,66
61,109,46
53,99,53
35,89,76
33,86,47
45,92,99
22,84,91
39,94,70
33,80,48
89,104,35
14,61,96
20,76,59
103,135,42
28,85,49
55,99,44
36,88,50
21,77,58
72,78,36
31,77,64
25,83,47
58,81,40
11,66,64
30,124,80
63,86,91
36,108,63
13,45,48
72,111,49
16,82,96
32,69,46
38,84,70
18,66,54
25,64,69
23,83,49
9,58,87
68,106,48
14,59,78
63,107,98
55,93,60
81,154,76
39,80,57
76,151,70
48,99,58
7,66,80
15,67,118
38,80,52
44,95,67
26,114,99
39,94,70
24,78,57
63,93,28
36,71,77
57,145,87
11,56,66
34,98,70
29,68,61
8,49,62
32,64,35
18,58,67
13,50,42
24,71,48
13,69,58
23,80,83
34,85,48
11,57,77
23,60,49
9,48,90
17,70,67
59,96,36
19,97,102
3,34,81
13,59,65
88,156,79
12,52,56
21,54,58
39,97,51
48,95,71
78,102,49
28,91,95
56,87,43
5,56,85
47,107,66
50,92,25
89,147,54
14,59,79
30,89,128
27,49,51
21,62,76
26,72,51
30,92,57
31,120,91
34,81,73
59,87,68
13,66,59
13,49,66
42,102,68
15,50,87
17,72,65
53,125,57
48,112,61
39,101,55
53,127,82
31,74,54
16,55,61
46,84,56
11,55,58
45,89,72
50,108,55
24,73,88
27,52,64
28,96,73
25,74,46
21,79,56
63,123,60
76,120,50
31,82,77
64,97,36
20,106,82
51,90,42
20,93,57
45,85,52
44,89,55
70,114,44
29,108,63
23,94,94
57,110,51
61,99,35
34,82,60
85,83,37
20,66,64
18,53,75
12,64,80
45,80,64
59,116,70
20,59,70
25,84,57
20,56,55
89,112,39
55,90,46
25,93,82
45,78,54
21,59,65
20,73,50
58,88,45
45,110,54
55,94,36
94,110,62
18,92,92
55,110,50
40,82,71
34,95,90
23,82,61
19,66,56
108,119,59
65,139,60
30,107,74
10,63,96
13,58,63
78,80,42
20,80,48
39,97,43
26,77,68
28,79,80
17,60,48
40,127,87
77,135,48
46,117,52
34,64,51
13,55,63
14,51,89
151,109,23
24,80,53
26,99,65
39,83,70
63,126,48
7,63,98
31,91,84
10,68,72
83,113,35
36,69,72
26,80,62
26,62,53
110,112,29
36,102,45
42,89,36
115,102,35
26,85,79
5,48,68
39,88,44
40,112,49
50,104,49
71,139,85
26,61,74
42,99,50
30,101,56
13,77,119
36,89,44
104,107,32
55,103,59
11,57,65
21,75,57
24,88,66
66,102,32
49,91,59
5,43,52
10,58,71
33,91,43
37,98,61
10,44,99
98,123,36
14,61,100
27,93,73
60,92,32
28,62,55
48,93,37
22,75,62
23,68,66
6,45,63
10,46,64
31,93,63
49,54,35
63,100,61
22,85,77
46,76,29
20,80,58
34,83,56
13,69,72
53,136,94
44,98,60
31,81,91
26,70,56
91,129,39
49,88,64
20,71,56
17,57,59
27,104,78
42,82,31
19,59,67
52,118,71
33,101,68
35,70,78
16,52,51
38,91,50
23,58,50
70,111,36
25,71,77
33,89,40
37,98,87
27,85,79
39,88,65
20,81,91
32,85,80
73,122,45
29,55,50
47,85,62
77,83,43
31,97,62
55,118,58
42,97,56
35,89,61
70,155,58
15,61,62
35,110,76
8,48,87
31,74,63
16,76,88
81,99,37
16,55,88
33,102,47
55,85,49
26,58,38
53,97,45
44,70,54
11,66,61
52,80,68
87,90,19
26,66,74
22,79,49
54,77,48
45,96,43
29,81,66
79,144,60
47,62,51
53,98,60
44,90,44
53,89,63
23,100,81
6,69,102
30,70,44
11,59,99
31,80,51
38,71,48
50,104,68
70,139,77
39,82,50
19,66,79
9,48,68
24,97,84
108,115,36
54,98,69
27,71,58
79,89,44
20,52,67
40,118,53
18,82,84
16,81,83
15,72,83
156,127,48
32,86,67
63,111,49
59,94,53
9,59,93
39,62,33
46,101,74
29,98,74
18,79,92
31,67,43
34,105,79
4,40,116
6,50,86
22,79,53
20,77,47
20,79,50
28,73,51
13,64,70
67,108,40
73,118,54
9,42,67
16,72,100
18,79,78
48,114,60
26,95,67
7,55,61
12,64,87
22,83,81
29,76,58
34,112,83
50,97,48
18,65,61
15,73,101
22,63,59
28,89,62
39,107,80
64,120,51
62,102,51
90,112,44
20,85,77
38,93,65
31,74,53
29,67,36
23,91,70
48,92,44
12,63,72
24,92,51
33,86,37
65,113,64
53,114,61
16,63,79
22,72,75
47,84,61
31,113,86
13,59,59
38,105,62
12,63,89
43,86,48
48,111,64
4,44,106
24,72,82
4,51,92
97,102,48
19,58,51
68,97,40
35,98,82
19,89,114
25,89,72
33,108,66
42,81,47
32,98,49
20,56,54
90,108,42
21,85,108
31,78,63
21,70,87
27,83,69
61,100,40
12,70,116
39,102,86
80,112,47
34,89,73
21,76,89
33,55,62
74,119,50
40,84,60
23,71,91
153,152,46
26,85,45
31,80,83
33,73,62
22,107,97
12,63,47
21,63,94
57,114,49
29,96,67
34,84,64
58,114,45
34,84,53
29,82,70
33,83,80
57,139,70
52,107,45
8,81,100
38,80,41
27,104,57
32,77,76
55,116,43
45,96,68
22,92,71
38,85,59
20,86,52
33,69,88
18,46,64
64,100,53
64,78,39
53,112,63
42,96,75
70,138,57
40,119,77
100,165,54
32,55,39
51,95,56
28,86,77
21,81,86
56,86,34
86,89,61
4,47,91
26,76,69
58,111,62
18,85,53
7,63,118
14,62,74
40,100,62
9,73,84
34,84,43
17,82,62
36,86,45
50,79,31
7,58,79
62,101,50
11,59,72
28,102,62
19,73,56
21,59,70
55,130,47
32,101,66
37,94,56
91,98,41
90,132,86
73,99,46
31,85,62
31,79,74
37,109,71
13,63,78
59,128,56
33,81,51
30,99,58
63,96,42
94,98,44
18,93,110
22,80,65
18,57,86
16,74,57
30,76,63
48,79,31
31,78,43
17,76,84
20,71,54
65,107,54
81,105,40
32,84,83
9,70,76
41,102,56
36,85,42
55,122,56
52,121,77
11,32,46
28,88,77
12,85,91
48,99,53
13,66,76
94,100,32
58,98,51
5,48,111
31,77,60
12,43,66
38,99,80
32,84,74
47,89,65
34,75,70
30,109,89
19,55,45
25,84,84
10,91,110
39,98,66
27,99,75
46,97,53
19,57,39
32,74,49
16,72,80
22,74,91
73,108,46
23,74,76
58,105,54
46,95,62
68,110,48
50,74,48
48,99,51
29,102,73
25,75,56
17,73,61
31,68,47
56,124,58
46,70,45
54,93,57
24,75,62
